participant_id,condition,session_mode,participant_group,baseline_recall,recruitment_wave,site,retained_7d
p_008234,rereading,lab,community,low,late,west,0
p_008235,rereading,lab,community,high,early,east,0
p_008236,rereading,lab,undergraduate,high,early,west,1
p_008237,rereading,remote,community,high,early,east,0
p_008238,rereading,remote,community,high,early,west,0
p_008239,retrieval_practice,lab,undergraduate,low,early,west,1
p_008240,rereading,lab,undergraduate,high,late,west,1
p_008241,retrieval_practice,remote,undergraduate,low,late,west,0
p_008242,retrieval_practice,remote,undergraduate,low,early,east,0
p_008243,retrieval_practice,lab,community,high,early,west,1
p_008244,rereading,lab,community,high,early,west,1
p_008245,rereading,remote,undergraduate,low,late,west,0
p_008246,rereading,lab,undergraduate,high,late,east,1
p_008247,rereading,lab,community,low,late,west,0
p_008248,retrieval_practice,lab,undergraduate,low,early,west,0
p_008249,rereading,remote,undergraduate,low,early,east,1
p_008250,rereading,remote,undergraduate,low,early,east,0
p_008251,retrieval_practice,lab,community,high,early,east,0
p_008252,retrieval_practice,remote,community,high,late,west,0
p_008253,rereading,lab,community,low,late,west,0
p_008254,rereading,remote,undergraduate,high,early,west,1
p_008255,retrieval_practice,remote,community,low,late,west,0
p_008256,rereading,remote,undergraduate,high,early,west,1
p_008257,retrieval_practice,remote,undergraduate,low,late,east,1
p_008258,rereading,remote,community,low,early,east,0
p_008259,retrieval_practice,lab,undergraduate,low,late,west,0
p_008260,retrieval_practice,lab,community,low,early,west,0
p_008261,rereading,lab,undergraduate,high,late,west,1
p_008262,retrieval_practice,lab,undergraduate,low,late,east,0
p_008263,rereading,lab,community,low,early,east,1
p_008264,rereading,lab,undergraduate,low,late,east,0
p_008265,retrieval_practice,remote,community,low,early,west,1
p_008266,rereading,remote,undergraduate,high,late,east,0
p_008267,retrieval_practice,remote,undergraduate,low,late,west,1
p_008268,rereading,remote,undergraduate,low,early,west,1
p_008269,rereading,lab,community,high,late,west,1
p_008270,retrieval_practice,remote,undergraduate,high,late,east,1
p_008271,rereading,lab,undergraduate,high,late,west,1
p_008272,rereading,lab,community,high,early,west,0
p_008273,retrieval_practice,remote,undergraduate,high,early,west,1
p_008274,retrieval_practice,lab,undergraduate,low,early,east,1
p_008275,retrieval_practice,remote,undergraduate,high,early,east,1
p_008276,rereading,lab,community,low,early,east,0
p_008277,retrieval_practice,lab,undergraduate,high,early,east,1
p_008278,retrieval_practice,remote,undergraduate,low,late,west,1
p_008279,rereading,lab,community,high,late,east,1
p_008280,retrieval_practice,lab,community,high,early,west,0
p_008281,rereading,lab,community,low,late,east,1
p_008282,retrieval_practice,lab,undergraduate,high,early,east,1
p_008283,rereading,lab,community,high,late,west,0
p_008284,retrieval_practice,remote,undergraduate,high,late,west,0
p_008285,rereading,remote,community,low,late,east,1
p_008286,retrieval_practice,remote,undergraduate,low,early,west,1
p_008287,retrieval_practice,remote,undergraduate,high,early,west,0
p_008288,retrieval_practice,remote,undergraduate,high,late,west,1
p_008289,retrieval_practice,lab,undergraduate,low,late,east,0
p_008290,retrieval_practice,lab,community,high,early,east,1
p_008291,rereading,remote,undergraduate,low,late,east,0
p_008292,rereading,remote,undergraduate,low,late,east,0
p_008293,retrieval_practice,remote,undergraduate,low,early,west,0
p_008294,rereading,lab,undergraduate,low,late,east,0
p_008295,rereading,lab,undergraduate,high,late,east,0
p_008296,rereading,remote,community,low,late,west,1
p_008297,rereading,lab,community,low,early,east,1
p_008298,retrieval_practice,lab,community,low,early,east,0
p_008299,retrieval_practice,remote,community,high,late,east,1
p_008300,retrieval_practice,lab,community,low,early,west,1
p_008301,retrieval_practice,remote,undergraduate,low,early,west,1
p_008302,retrieval_practice,lab,undergraduate,high,early,east,0
p_008303,retrieval_practice,lab,undergraduate,high,late,west,1
p_008304,rereading,lab,community,low,late,east,1
p_008305,rereading,remote,undergraduate,low,early,west,0
p_008306,retrieval_practice,lab,undergraduate,high,early,east,1
p_008307,retrieval_practice,remote,community,low,late,west,0
p_008308,retrieval_practice,lab,community,low,early,east,1
p_008309,rereading,lab,undergraduate,high,late,west,0
p_008310,rereading,remote,undergraduate,low,early,west,0
p_008311,rereading,lab,undergraduate,low,early,east,0
p_008312,rereading,lab,undergraduate,low,early,east,1
p_008313,rereading,remote,undergraduate,low,early,west,0
p_008314,retrieval_practice,lab,community,low,early,west,1
p_008315,rereading,lab,community,low,late,east,1
p_008316,rereading,lab,community,low,early,west,1
p_008317,retrieval_practice,remote,undergraduate,high,early,east,0
p_008318,rereading,lab,undergraduate,low,late,east,0
p_008319,retrieval_practice,lab,community,high,late,east,1
p_008320,retrieval_practice,remote,community,high,early,east,0
p_008321,rereading,lab,community,high,early,east,1
p_008322,retrieval_practice,remote,community,low,late,west,1
p_008323,rereading,remote,undergraduate,high,late,west,0
p_008324,rereading,remote,undergraduate,low,late,east,1
p_008325,rereading,lab,community,low,late,east,0
p_008326,rereading,remote,undergraduate,low,late,east,0
p_008327,rereading,lab,undergraduate,high,early,east,1
p_008328,rereading,lab,undergraduate,high,late,west,1
p_008329,retrieval_practice,lab,undergraduate,low,late,east,0
p_008330,rereading,remote,community,low,early,east,1
p_008331,rereading,lab,community,low,late,west,1
p_008332,retrieval_practice,lab,undergraduate,low,late,west,0
p_008333,retrieval_practice,lab,community,low,early,east,1
p_008334,rereading,lab,community,low,early,west,1
p_008335,retrieval_practice,lab,undergraduate,low,early,east,1
p_008336,rereading,remote,undergraduate,low,early,west,0
p_008337,rereading,lab,undergraduate,low,late,west,1
p_008338,rereading,lab,community,low,early,west,1
p_008339,retrieval_practice,lab,community,high,late,west,0
p_008340,retrieval_practice,lab,community,high,late,east,0
p_008341,rereading,remote,community,high,late,west,0
p_008342,rereading,remote,undergraduate,low,early,east,0
p_008343,rereading,remote,undergraduate,low,late,west,0
p_008344,rereading,lab,undergraduate,high,late,east,0
p_008345,retrieval_practice,lab,community,high,early,east,1
p_008346,retrieval_practice,remote,undergraduate,low,early,west,0
p_008347,rereading,lab,undergraduate,high,late,east,0
p_008348,retrieval_practice,lab,community,high,early,east,0
p_008349,retrieval_practice,lab,community,high,late,east,0
p_008350,rereading,lab,undergraduate,low,late,east,0
p_008351,retrieval_practice,remote,undergraduate,low,early,east,1
p_008352,retrieval_practice,remote,undergraduate,high,late,west,1
p_008353,rereading,lab,undergraduate,high,late,east,0
p_008354,rereading,lab,community,low,late,east,0
p_008355,retrieval_practice,remote,community,low,late,east,1
p_008356,retrieval_practice,remote,undergraduate,high,late,west,1
p_008357,retrieval_practice,lab,community,low,late,east,0
p_008358,retrieval_practice,lab,undergraduate,high,early,west,1
p_008359,rereading,remote,undergraduate,high,late,west,0
p_008360,rereading,lab,undergraduate,low,early,west,1
p_008361,retrieval_practice,lab,undergraduate,low,early,west,1
p_008362,retrieval_practice,remote,undergraduate,high,early,west,0
p_008363,retrieval_practice,lab,undergraduate,high,early,west,0
p_008364,rereading,lab,undergraduate,low,late,west,0
p_008365,rereading,lab,undergraduate,low,late,west,1
p_008366,rereading,lab,community,low,early,west,0
p_008367,rereading,remote,undergraduate,high,late,west,0
p_008368,retrieval_practice,remote,community,high,early,west,0
p_008369,rereading,lab,community,low,early,west,0
p_008370,retrieval_practice,remote,undergraduate,low,late,east,0
p_008371,rereading,lab,undergraduate,low,late,west,0
p_008372,rereading,lab,undergraduate,high,late,west,1
p_008373,retrieval_practice,remote,undergraduate,high,early,west,0
p_008374,rereading,lab,undergraduate,high,late,west,0
p_008375,retrieval_practice,lab,community,high,late,west,1
p_008376,rereading,lab,undergraduate,high,late,east,0
p_008377,rereading,remote,undergraduate,low,early,west,0
p_008378,retrieval_practice,remote,undergraduate,high,late,east,0
p_008379,retrieval_practice,lab,undergraduate,low,late,east,0
p_008380,retrieval_practice,lab,undergraduate,low,late,east,0
p_008381,rereading,lab,undergraduate,high,early,west,0
p_008382,retrieval_practice,lab,community,low,late,east,1
p_008383,retrieval_practice,lab,community,low,late,east,1
p_008384,retrieval_practice,lab,undergraduate,high,late,east,1
p_008385,rereading,remote,community,low,late,east,1
p_008386,retrieval_practice,remote,undergraduate,low,late,west,1
p_008387,retrieval_practice,lab,undergraduate,low,late,east,1
p_008388,retrieval_practice,remote,community,high,late,west,1
p_008389,rereading,lab,undergraduate,high,late,west,1
p_008390,rereading,lab,community,low,late,west,1
p_008391,rereading,lab,community,low,early,east,0
p_008392,rereading,lab,undergraduate,low,early,east,0
p_008393,retrieval_practice,remote,community,low,late,east,0
p_008394,rereading,remote,community,low,early,east,1
p_008395,rereading,remote,undergraduate,low,late,east,0
p_008396,retrieval_practice,lab,undergraduate,low,late,east,1
p_008397,retrieval_practice,lab,undergraduate,low,late,west,0
p_008398,rereading,lab,community,low,late,east,0
p_008399,rereading,lab,undergraduate,low,late,east,1
p_008400,rereading,lab,community,high,early,west,0
p_008401,retrieval_practice,remote,undergraduate,low,late,east,1
p_008402,retrieval_practice,remote,community,low,late,west,0
p_008403,retrieval_practice,remote,community,high,late,west,0
p_008404,retrieval_practice,remote,community,low,early,east,0
p_008405,retrieval_practice,lab,undergraduate,low,late,east,0
p_008406,retrieval_practice,lab,community,low,late,east,0
p_008407,rereading,lab,community,low,late,west,0
p_008408,rereading,remote,community,high,early,west,0
p_008409,rereading,lab,undergraduate,low,late,east,0
p_008410,retrieval_practice,remote,community,high,late,west,1
p_008411,rereading,remote,community,low,late,west,1
p_008412,retrieval_practice,remote,undergraduate,high,late,west,0
p_008413,retrieval_practice,lab,community,high,late,west,0
p_008414,rereading,remote,community,low,early,east,0
p_008415,rereading,lab,undergraduate,high,late,west,1
p_008416,rereading,remote,community,high,late,east,0
p_008417,rereading,remote,community,high,late,west,0
p_008418,rereading,remote,undergraduate,high,early,west,1
p_008419,retrieval_practice,lab,community,high,late,west,1
p_008420,rereading,lab,community,low,early,east,0
p_008421,rereading,remote,community,low,early,west,0
p_008422,retrieval_practice,lab,undergraduate,low,early,east,0
p_008423,retrieval_practice,lab,undergraduate,low,early,west,1
p_008424,retrieval_practice,lab,undergraduate,low,early,west,0
p_008425,rereading,lab,undergraduate,high,late,west,1
p_008426,retrieval_practice,remote,community,high,late,east,0
p_008427,rereading,remote,undergraduate,low,late,west,0
p_008428,retrieval_practice,lab,undergraduate,low,late,west,1
p_008429,rereading,lab,community,low,early,east,1
p_008430,rereading,lab,undergraduate,high,late,east,1
p_008431,rereading,lab,undergraduate,high,late,west,0
p_008432,rereading,remote,undergraduate,high,early,west,0
p_008433,rereading,remote,undergraduate,high,early,west,0
p_008434,rereading,remote,undergraduate,low,late,east,0
p_008435,rereading,lab,undergraduate,low,late,west,0
p_008436,retrieval_practice,lab,community,low,early,east,1
p_008437,rereading,remote,undergraduate,low,late,west,0
p_008438,retrieval_practice,remote,undergraduate,low,late,west,1
p_008439,rereading,lab,undergraduate,low,early,west,1
p_008440,rereading,lab,undergraduate,low,early,west,1
p_008441,rereading,lab,community,low,late,west,0
p_008442,rereading,remote,undergraduate,low,early,east,0
p_008443,rereading,remote,undergraduate,high,late,east,0
p_008444,rereading,lab,undergraduate,high,early,west,0
p_008445,retrieval_practice,lab,undergraduate,high,early,east,0
p_008446,rereading,lab,undergraduate,high,late,west,1
p_008447,retrieval_practice,lab,undergraduate,low,late,east,0
p_008448,rereading,remote,community,high,late,west,1
p_008449,retrieval_practice,remote,community,low,late,east,0
p_008450,retrieval_practice,lab,community,low,late,west,1
p_008451,retrieval_practice,remote,undergraduate,low,early,east,1
p_008452,retrieval_practice,lab,community,high,early,east,0
p_008453,retrieval_practice,lab,community,high,late,east,0
p_008454,rereading,lab,undergraduate,high,late,west,0
p_008455,retrieval_practice,lab,community,low,late,west,1
p_008456,retrieval_practice,lab,community,low,late,west,0
p_008457,retrieval_practice,lab,undergraduate,high,late,east,1
p_008458,retrieval_practice,lab,community,high,early,east,1
p_008459,rereading,lab,undergraduate,low,early,east,0
p_008460,retrieval_practice,remote,community,high,early,east,1
p_008461,rereading,lab,community,low,early,west,1
p_008462,rereading,remote,undergraduate,high,early,east,1
p_008463,retrieval_practice,lab,undergraduate,low,early,west,1
p_008464,retrieval_practice,lab,undergraduate,high,early,east,0
p_008465,retrieval_practice,remote,undergraduate,low,late,west,0
p_008466,rereading,lab,undergraduate,low,early,west,0
p_008467,retrieval_practice,lab,undergraduate,low,late,west,0
p_008468,retrieval_practice,lab,community,low,late,west,1
p_008469,rereading,lab,community,high,early,east,1
p_008470,retrieval_practice,remote,community,low,early,east,1
p_008471,rereading,remote,undergraduate,low,early,east,0
p_008472,retrieval_practice,lab,community,low,early,east,0
p_008473,rereading,remote,undergraduate,high,late,west,0
p_008474,retrieval_practice,remote,undergraduate,low,early,east,1
p_008475,retrieval_practice,remote,undergraduate,low,late,west,0
p_008476,retrieval_practice,lab,undergraduate,high,early,west,1
p_008477,retrieval_practice,lab,community,high,early,west,1
p_008478,rereading,remote,undergraduate,low,early,west,1
p_008479,rereading,lab,community,high,late,west,0
p_008480,rereading,lab,community,high,late,west,0
p_008481,rereading,lab,community,low,late,east,0
p_008482,retrieval_practice,lab,undergraduate,high,early,east,1
p_008483,retrieval_practice,lab,undergraduate,low,late,east,0
p_008484,retrieval_practice,lab,undergraduate,low,early,west,1
p_008485,rereading,lab,undergraduate,low,early,west,0
p_008486,retrieval_practice,lab,undergraduate,low,early,west,1
p_008487,rereading,remote,community,high,late,west,1
p_008488,retrieval_practice,lab,undergraduate,low,late,west,0
p_008489,retrieval_practice,lab,community,low,early,west,1
p_008490,rereading,lab,community,low,late,east,1
p_008491,rereading,remote,undergraduate,low,early,east,0
p_008492,rereading,lab,community,high,early,east,1
p_008493,rereading,lab,undergraduate,low,early,west,1
p_008494,rereading,remote,community,low,early,east,0
p_008495,rereading,remote,undergraduate,low,early,east,0
p_008496,rereading,lab,undergraduate,high,late,west,0
p_008497,retrieval_practice,remote,community,high,late,west,1
p_008498,rereading,remote,community,high,late,west,0
p_008499,rereading,lab,undergraduate,high,early,west,0
p_008500,rereading,remote,undergraduate,high,early,east,0
p_008501,retrieval_practice,lab,undergraduate,high,late,west,1
p_008502,retrieval_practice,remote,undergraduate,low,late,east,1
p_008503,rereading,remote,community,high,early,east,1
p_008504,retrieval_practice,remote,community,high,late,east,0
p_008505,rereading,remote,undergraduate,high,late,east,0
p_008506,retrieval_practice,remote,undergraduate,low,late,east,1
p_008507,retrieval_practice,lab,undergraduate,high,early,west,1
p_008508,rereading,lab,undergraduate,low,early,east,1
p_008509,rereading,lab,community,high,late,east,0
p_008510,retrieval_practice,remote,undergraduate,high,late,east,0
p_008511,rereading,lab,community,low,late,west,1
p_008512,retrieval_practice,lab,undergraduate,high,late,east,1
p_008513,rereading,remote,undergraduate,low,early,east,0
p_008514,retrieval_practice,lab,undergraduate,high,early,east,0
p_008515,rereading,remote,community,high,late,east,0
p_008516,retrieval_practice,remote,community,high,late,east,1
p_008517,retrieval_practice,remote,undergraduate,high,early,east,0
p_008518,retrieval_practice,remote,community,high,late,west,1
p_008519,rereading,lab,undergraduate,high,early,east,1
p_008520,retrieval_practice,lab,community,low,late,east,1
p_008521,retrieval_practice,remote,undergraduate,high,early,east,1
p_008522,rereading,lab,community,low,late,west,0
p_008523,rereading,lab,undergraduate,high,late,east,0
p_008524,retrieval_practice,lab,undergraduate,low,late,east,0
p_008525,retrieval_practice,lab,undergraduate,low,early,west,0
p_008526,rereading,remote,community,high,early,east,1
p_008527,retrieval_practice,lab,undergraduate,high,late,east,1
p_008528,retrieval_practice,lab,undergraduate,low,early,west,1
p_008529,rereading,lab,undergraduate,low,late,west,0
p_008530,retrieval_practice,lab,undergraduate,low,early,west,1
p_008531,retrieval_practice,lab,undergraduate,low,early,west,0
p_008532,rereading,remote,undergraduate,high,early,east,0
p_008533,rereading,remote,undergraduate,low,early,west,1
p_008534,rereading,lab,undergraduate,high,early,east,1
p_008535,rereading,lab,undergraduate,low,late,west,0
p_008536,rereading,lab,undergraduate,low,late,west,1
p_008537,retrieval_practice,remote,undergraduate,high,late,east,0
p_008538,retrieval_practice,lab,undergraduate,high,late,west,0
p_008539,retrieval_practice,lab,community,high,early,west,0
p_008540,retrieval_practice,remote,community,high,early,east,0
p_008541,retrieval_practice,lab,undergraduate,high,late,west,0
p_008542,rereading,lab,undergraduate,high,early,west,1
p_008543,rereading,remote,community,low,late,west,0
p_008544,retrieval_practice,lab,undergraduate,high,late,west,0
p_008545,retrieval_practice,lab,community,low,late,west,1
p_008546,rereading,lab,undergraduate,low,late,east,1
p_008547,retrieval_practice,lab,community,high,late,west,1
p_008548,retrieval_practice,lab,community,high,late,east,0
p_008549,rereading,lab,undergraduate,high,late,west,1
p_008550,retrieval_practice,lab,undergraduate,low,early,west,0
p_008551,retrieval_practice,lab,undergraduate,low,late,east,0
p_008552,rereading,lab,community,low,late,east,1
p_008553,retrieval_practice,lab,undergraduate,low,late,east,0
p_008554,rereading,lab,undergraduate,high,early,east,1
p_008555,rereading,lab,community,low,late,west,0
p_008556,retrieval_practice,remote,community,low,late,east,0
p_008557,rereading,remote,undergraduate,high,early,west,1
p_008558,rereading,lab,community,low,late,east,0
p_008559,retrieval_practice,remote,community,high,late,west,1
p_008560,rereading,remote,undergraduate,low,late,east,0
p_008561,rereading,remote,undergraduate,high,late,east,0
p_008562,retrieval_practice,lab,community,high,late,east,0
p_008563,retrieval_practice,lab,community,low,early,east,1
p_008564,retrieval_practice,remote,undergraduate,low,early,west,0
p_008565,retrieval_practice,lab,community,high,early,east,1
p_008566,retrieval_practice,lab,community,high,late,west,1
p_008567,rereading,lab,undergraduate,low,late,west,1
p_008568,rereading,lab,undergraduate,low,late,east,1
p_008569,retrieval_practice,remote,undergraduate,high,late,east,1
p_008570,retrieval_practice,remote,undergraduate,low,early,west,0
p_008571,retrieval_practice,lab,undergraduate,low,early,west,0
p_008572,retrieval_practice,lab,undergraduate,low,late,east,1
p_008573,rereading,remote,undergraduate,low,late,east,1
p_008574,rereading,lab,undergraduate,high,early,east,0
p_008575,retrieval_practice,lab,undergraduate,high,early,west,1
p_008576,retrieval_practice,lab,undergraduate,high,early,west,1
p_008577,retrieval_practice,remote,undergraduate,high,early,east,0
p_008578,rereading,lab,community,low,early,west,0
p_008579,rereading,remote,community,high,early,east,1
p_008580,retrieval_practice,remote,undergraduate,low,early,east,0
p_008581,rereading,lab,community,low,early,east,1
p_008582,rereading,lab,undergraduate,low,late,east,1
p_008583,rereading,lab,undergraduate,low,early,east,1
p_008584,retrieval_practice,remote,community,high,early,east,1
p_008585,rereading,lab,undergraduate,high,early,east,0
p_008586,retrieval_practice,lab,undergraduate,high,early,west,0
p_008587,rereading,lab,undergraduate,high,early,east,1
p_008588,rereading,lab,undergraduate,low,late,west,1
p_008589,rereading,lab,undergraduate,low,early,west,0
p_008590,rereading,lab,community,low,late,east,0
p_008591,retrieval_practice,lab,undergraduate,high,early,west,1
p_008592,rereading,lab,community,high,early,west,1
p_008593,rereading,lab,community,high,late,east,1
p_008594,retrieval_practice,remote,undergraduate,low,early,west,1
p_008595,retrieval_practice,lab,community,low,late,west,1
p_008596,retrieval_practice,remote,undergraduate,low,early,west,1
p_008597,retrieval_practice,remote,undergraduate,low,early,west,0
p_008598,retrieval_practice,remote,undergraduate,low,late,east,1
p_008599,retrieval_practice,lab,undergraduate,high,early,west,0
p_008600,retrieval_practice,remote,undergraduate,low,early,west,0
p_008601,rereading,remote,community,low,late,east,0
p_008602,retrieval_practice,remote,undergraduate,low,late,west,0
p_008603,retrieval_practice,lab,undergraduate,high,late,west,1
p_008604,rereading,lab,community,high,early,east,1
p_008605,rereading,lab,community,low,late,west,1
p_008606,rereading,remote,community,low,late,west,1
p_008607,retrieval_practice,remote,undergraduate,low,early,east,1
p_008608,rereading,lab,undergraduate,high,early,east,1
p_008609,retrieval_practice,lab,community,low,late,east,0
p_008610,retrieval_practice,remote,community,high,early,east,0
p_008611,retrieval_practice,remote,undergraduate,low,late,east,0
p_008612,rereading,lab,undergraduate,low,late,west,1
p_008613,rereading,lab,undergraduate,low,late,east,0
p_008614,retrieval_practice,remote,community,high,late,west,1
p_008615,rereading,lab,undergraduate,low,early,east,1
p_008616,rereading,lab,community,high,late,east,1
p_008617,rereading,lab,undergraduate,high,early,west,1
p_008618,retrieval_practice,remote,community,low,late,east,0
p_008619,rereading,lab,undergraduate,low,late,west,1
p_008620,rereading,lab,undergraduate,low,early,east,1
p_008621,retrieval_practice,remote,undergraduate,high,late,west,1
p_008622,rereading,remote,community,low,late,east,1
p_008623,rereading,remote,undergraduate,high,late,east,0
p_008624,rereading,remote,undergraduate,low,late,east,0
p_008625,retrieval_practice,lab,undergraduate,low,early,east,1
p_008626,retrieval_practice,lab,undergraduate,high,late,east,0
p_008627,retrieval_practice,remote,community,low,early,east,1
p_008628,retrieval_practice,lab,undergraduate,low,late,east,1
p_008629,retrieval_practice,lab,undergraduate,low,late,west,1
p_008630,rereading,lab,undergraduate,high,late,west,1
p_008631,retrieval_practice,lab,undergraduate,high,late,west,1
p_008632,retrieval_practice,lab,undergraduate,low,early,east,0
p_008633,rereading,lab,undergraduate,low,early,west,0
p_008634,rereading,remote,undergraduate,low,late,west,1
p_008635,rereading,remote,community,low,late,west,0
p_008636,rereading,lab,community,high,early,west,0
p_008637,retrieval_practice,remote,undergraduate,high,early,west,0
p_008638,rereading,remote,community,low,late,east,1
p_008639,retrieval_practice,lab,community,high,early,east,1
p_008640,rereading,lab,community,high,early,east,1
p_008641,retrieval_practice,lab,undergraduate,low,early,west,0
p_008642,rereading,lab,undergraduate,high,late,east,1
p_008643,rereading,remote,undergraduate,low,early,east,0
p_008644,rereading,remote,community,low,late,east,0
p_008645,rereading,lab,community,high,early,west,0
p_008646,rereading,remote,undergraduate,high,late,east,1
p_008647,rereading,remote,community,high,late,west,1
p_008648,rereading,lab,community,low,early,west,1
p_008649,rereading,lab,undergraduate,low,late,west,1
p_008650,rereading,remote,community,low,early,west,1
p_008651,retrieval_practice,lab,undergraduate,low,early,west,1
p_008652,rereading,lab,undergraduate,high,late,west,0
p_008653,retrieval_practice,remote,undergraduate,high,late,east,1
p_008654,retrieval_practice,lab,community,low,early,east,0
p_008655,rereading,lab,undergraduate,low,early,east,0
p_008656,rereading,lab,community,high,late,west,0
p_008657,retrieval_practice,lab,community,high,late,west,0
p_008658,rereading,lab,community,high,early,east,0
p_008659,retrieval_practice,lab,undergraduate,high,early,east,1
p_008660,rereading,remote,undergraduate,high,early,west,1
p_008661,retrieval_practice,lab,community,low,early,east,0
p_008662,retrieval_practice,remote,undergraduate,low,early,west,0
p_008663,rereading,remote,community,low,early,west,0
p_008664,rereading,remote,community,low,late,west,0
p_008665,retrieval_practice,lab,undergraduate,high,early,east,0
p_008666,retrieval_practice,remote,community,low,late,west,1
p_008667,rereading,remote,undergraduate,high,late,east,0
p_008668,rereading,lab,undergraduate,high,early,west,1
p_008669,rereading,lab,community,low,early,west,0
p_008670,rereading,lab,undergraduate,low,early,east,1
p_008671,retrieval_practice,lab,undergraduate,low,early,west,1
p_008672,rereading,lab,undergraduate,high,early,east,1
p_008673,rereading,lab,undergraduate,high,late,west,1
p_008674,rereading,remote,community,high,late,west,0
p_008675,retrieval_practice,remote,community,high,early,west,1
p_008676,retrieval_practice,lab,undergraduate,low,early,east,0
p_008677,retrieval_practice,remote,undergraduate,high,late,east,0
p_008678,retrieval_practice,lab,undergraduate,low,early,east,1
p_008679,rereading,lab,undergraduate,low,early,west,1
p_008680,retrieval_practice,remote,undergraduate,high,late,east,1
p_008681,rereading,lab,community,high,early,west,1
p_008682,retrieval_practice,lab,undergraduate,low,early,west,1
p_008683,retrieval_practice,lab,undergraduate,high,late,east,0
p_008684,rereading,lab,community,low,early,west,1
p_008685,rereading,remote,undergraduate,high,late,west,0
p_008686,rereading,lab,undergraduate,high,late,east,1
p_008687,retrieval_practice,remote,undergraduate,high,early,west,0
p_008688,retrieval_practice,lab,undergraduate,low,early,east,0
p_008689,rereading,lab,undergraduate,high,late,east,1
p_008690,rereading,remote,undergraduate,high,late,west,0
p_008691,retrieval_practice,remote,undergraduate,high,early,east,0
p_008692,rereading,remote,undergraduate,high,early,east,1
p_008693,retrieval_practice,remote,undergraduate,low,early,west,0
p_008694,rereading,lab,undergraduate,high,early,east,0
p_008695,retrieval_practice,remote,undergraduate,low,early,east,0
p_008696,retrieval_practice,lab,undergraduate,low,late,west,0
p_008697,rereading,remote,undergraduate,high,early,east,0
p_008698,rereading,lab,undergraduate,high,early,west,0
p_008699,rereading,remote,undergraduate,low,early,west,0
p_008700,rereading,lab,undergraduate,low,late,east,0
p_008701,rereading,lab,community,high,early,west,1
p_008702,rereading,lab,undergraduate,high,late,east,0
p_008703,retrieval_practice,lab,undergraduate,low,late,west,1
p_008704,rereading,remote,undergraduate,low,late,west,0
p_008705,retrieval_practice,lab,undergraduate,low,early,west,0
p_008706,retrieval_practice,remote,undergraduate,high,late,east,1
p_008707,rereading,lab,undergraduate,low,late,east,0
p_008708,rereading,lab,undergraduate,low,late,east,0
p_008709,rereading,lab,community,high,late,west,0
p_008710,rereading,remote,community,low,early,east,1
p_008711,rereading,lab,community,low,early,west,0
p_008712,retrieval_practice,lab,undergraduate,high,early,west,1
p_008713,rereading,lab,undergraduate,low,early,east,1
p_008714,retrieval_practice,lab,undergraduate,high,late,east,0
p_008715,retrieval_practice,remote,undergraduate,low,early,east,0
p_008716,rereading,lab,community,high,early,west,0
p_008717,rereading,remote,community,low,early,west,0
p_008718,retrieval_practice,lab,community,high,early,east,1
p_008719,rereading,lab,undergraduate,high,early,east,0
p_008720,retrieval_practice,lab,undergraduate,high,early,east,0
p_008721,retrieval_practice,remote,community,low,late,west,0
p_008722,retrieval_practice,lab,undergraduate,low,early,east,1
p_008723,rereading,lab,community,low,early,west,0
p_008724,rereading,remote,community,high,late,east,0
p_008725,rereading,remote,undergraduate,high,early,west,1
p_008726,rereading,lab,community,high,late,west,1
p_008727,retrieval_practice,remote,community,high,late,east,0
p_008728,rereading,lab,undergraduate,low,late,east,0
p_008729,rereading,lab,community,low,early,west,0
p_008730,retrieval_practice,remote,community,high,late,east,1
p_008731,retrieval_practice,lab,community,high,early,west,1
p_008732,retrieval_practice,lab,community,low,early,east,1
p_008733,retrieval_practice,lab,community,high,early,west,1
p_008734,retrieval_practice,lab,community,low,late,west,0
p_008735,rereading,remote,undergraduate,high,early,east,0
p_008736,retrieval_practice,lab,community,low,early,west,1
p_008737,rereading,lab,undergraduate,low,late,east,0
p_008738,rereading,lab,community,high,early,east,1
p_008739,retrieval_practice,remote,undergraduate,high,early,west,0
p_008740,retrieval_practice,lab,undergraduate,high,early,west,0
p_008741,retrieval_practice,remote,undergraduate,low,early,east,1
p_008742,retrieval_practice,lab,undergraduate,low,early,west,0
p_008743,retrieval_practice,lab,undergraduate,low,early,east,0
p_008744,retrieval_practice,remote,undergraduate,low,late,east,1
p_008745,rereading,lab,undergraduate,high,early,east,0
p_008746,retrieval_practice,remote,undergraduate,low,early,west,1
p_008747,retrieval_practice,lab,community,low,late,west,0
p_008748,rereading,lab,undergraduate,high,late,east,1
p_008749,retrieval_practice,lab,community,low,late,east,0
p_008750,retrieval_practice,lab,community,low,early,east,1
p_008751,retrieval_practice,lab,community,low,early,west,1
p_008752,retrieval_practice,lab,community,low,late,east,0
p_008753,rereading,remote,undergraduate,low,late,east,1
p_008754,rereading,lab,undergraduate,high,late,west,0
p_008755,rereading,remote,undergraduate,high,late,west,1
p_008756,rereading,remote,undergraduate,low,late,west,1
p_008757,rereading,lab,community,low,early,east,0
p_008758,retrieval_practice,lab,community,high,early,west,1
p_008759,retrieval_practice,lab,undergraduate,high,early,west,0
p_008760,rereading,lab,community,low,late,west,1
p_008761,retrieval_practice,remote,undergraduate,low,late,west,0
p_008762,retrieval_practice,lab,undergraduate,high,early,east,1
