amount,merchant_category,hour,days_since_last_txn,txn_count_24h,avg_amount_30d,foreign,card_not_present,label
222.34,1,18,4.2,2,59.55,1,0,1
90.99,2,16,1.3,2,62.00,1,1,1
28.99,6,8,1.4,1,72.35,0,0,0
53.50,0,15,3.4,4,47.98,0,0,0
35.00,1,12,2.4,1,36.67,0,0,0
4.48,8,16,0.9,2,25.20,0,0,0
143.16,7,23,0.6,2,83.29,0,1,0
95.25,6,21,1.4,2,68.79,0,1,0
145.99,1,17,2.1,2,70.09,0,1,0
37.32,4,9,0.9,1,94.60,0,0,0
68.45,5,15,0.7,1,191.96,0,1,0
207.91,0,12,1.1,3,126.71,0,0,0
68.07,4,15,3.0,3,80.06,1,0,0
562.00,11,7,0.5,4,134.80,0,1,1
28.18,6,10,1.6,3,42.19,0,0,0
135.65,6,17,1.8,2,56.79,0,0,0
24.22,0,18,1.3,2,42.80,0,0,0
113.91,3,6,0.7,3,94.96,0,0,1
43.95,3,13,1.4,3,61.05,0,0,0
47.50,4,16,0.3,2,62.45,0,0,0
211.00,0,14,2.4,1,76.69,0,1,0
69.00,2,21,5.9,1,59.91,1,1,1
58.00,6,18,2.3,3,124.05,0,1,0
62.27,3,19,0.7,2,88.46,0,0,0
14.50,8,14,0.3,1,63.03,0,0,0
20.00,11,18,0.9,1,31.52,0,1,0
125.37,2,20,0.2,2,90.90,0,0,0
38.23,5,13,4.5,4,17.24,0,0,0
172.00,2,8,3.9,1,64.33,0,1,1
172.00,0,17,0.5,2,115.63,1,0,0
151.70,8,17,3.5,2,54.64,0,0,0
66.00,1,15,1.3,1,40.27,0,0,0
127.95,2,19,0.3,2,74.61,0,0,0
52.39,11,11,0.9,1,24.91,0,1,0
59.04,3,18,1.1,1,38.46,0,0,0
108.00,3,8,0.2,2,40.54,0,1,0
636.95,0,19,0.7,2,184.71,0,0,0
253.99,0,12,1.0,1,151.59,0,0,0
28.65,3,14,3.2,1,31.92,0,0,0
21.86,4,10,0.4,3,51.10,0,0,0
23.82,2,1,1.7,1,50.68,0,0,0
33.79,6,11,1.3,2,31.28,0,0,0
208.42,11,9,0.6,5,82.11,0,1,0
150.99,2,21,0.4,1,135.64,0,1,0
213.99,0,20,0.4,3,104.24,0,0,0
16.11,8,14,1.2,4,45.40,0,0,0
350.00,11,4,1.1,2,277.80,1,0,0
93.99,4,23,0.8,1,56.35,0,1,0
50.50,6,18,0.5,5,34.97,0,0,0
46.63,1,11,0.6,2,76.99,0,1,0
34.13,1,11,0.2,4,23.38,0,0,0
16.00,3,10,7.8,2,18.37,0,0,0
492.58,8,13,0.0,1,188.40,0,0,0
20.99,0,0,5.0,3,30.62,0,0,0
103.21,6,12,1.9,3,137.20,0,0,0
14.46,3,16,1.1,2,18.47,0,0,0
109.44,5,10,4.0,2,83.18,0,0,0
18.58,1,12,2.8,4,87.09,1,1,0
75.99,5,15,0.9,2,32.29,0,1,0
27.55,0,10,3.4,6,30.68,0,0,0
42.80,1,21,1.3,4,152.91,0,1,0
87.32,9,12,4.4,2,118.41,0,1,0
34.64,0,1,0.3,2,85.68,0,0,0
38.91,3,21,4.6,3,30.39,0,0,0
11.00,1,7,5.3,4,13.40,0,0,0
154.50,4,11,6.9,2,165.19,1,1,1
425.00,4,4,2.7,4,81.66,0,1,1
1000.36,7,12,3.6,3,415.67,0,0,0
63.00,0,1,0.3,1,76.20,0,1,0
78.00,3,21,2.9,4,71.02,0,1,0
74.29,6,17,0.9,2,46.15,0,1,0
20.99,7,10,4.9,1,70.82,0,0,0
18.90,0,21,1.2,3,54.02,0,0,0
80.99,6,20,1.7,3,131.94,0,0,0
68.99,11,16,1.5,4,76.16,0,0,1
14.39,2,9,1.6,2,31.39,0,0,0
45.72,5,12,0.6,2,68.81,0,1,0
74.99,9,6,2.7,2,87.11,0,0,0
108.95,1,21,0.9,2,39.09,0,0,0
581.00,2,14,2.0,2,,0,0,0
133.77,0,10,2.7,3,159.89,0,1,0
23.13,7,13,1.2,2,21.12,0,1,0
28.67,10,23,1.0,1,81.39,0,0,0
360.56,4,6,4.4,2,171.44,0,0,0
71.95,4,13,5.0,3,100.80,0,0,0
225.00,11,7,0.2,2,65.21,0,0,0
225.00,11,7,0.2,2,65.21,0,0,0
48.08,1,17,0.5,3,62.43,0,0,0
35.50,9,19,0.0,3,25.91,0,0,0
39.99,0,16,1.0,1,28.74,0,1,0
112.22,0,19,0.1,4,48.38,0,1,0
6.98,7,17,0.4,5,16.13,0,1,0
102.97,1,10,3.5,2,78.79,0,0,0
13.00,9,18,1.0,3,23.91,0,1,0
15.99,6,23,2.3,4,16.37,1,0,0
233.50,2,4,1.2,2,116.58,0,0,0
85.31,8,1,0.2,3,83.93,0,1,0
130.81,0,10,2.5,1,102.56,0,0,0
161.99,3,23,2.2,4,106.59,0,0,0
60.74,4,11,1.3,1,89.79,0,0,0
14.99,1,14,2.9,3,31.54,0,0,0
40.68,8,16,1.2,2,48.20,0,0,0
49.00,0,12,2.3,1,,0,0,0
46.37,1,20,0.5,2,15.76,0,0,0
143.55,0,9,0.2,1,41.25,0,0,0
17.00,0,10,0.2,2,45.98,0,0,0
29.77,6,4,2.9,4,53.85,0,0,0
201.58,4,12,1.8,6,110.17,0,0,0
51.49,7,8,1.7,3,59.41,0,0,0
132.24,9,0,0.1,2,,0,1,1
13.00,5,9,3.7,7,18.89,0,0,0
47.69,1,9,0.0,1,78.83,0,0,0
71.50,7,16,0.4,4,73.72,0,0,0
38.60,8,4,2.8,8,37.98,0,0,0
3.95,1,20,3.0,2,10.68,0,0,0
191.89,0,12,1.9,4,130.23,0,0,0
52.90,6,12,2.4,2,50.54,0,1,0
20.00,1,16,1.0,2,38.65,0,0,0
100.66,0,21,2.9,1,37.85,0,0,0
108.49,2,18,0.4,2,35.23,0,0,0
22.00,6,18,0.4,5,51.40,0,0,0
190.95,4,13,2.4,1,255.23,1,1,1
8.06,7,19,0.4,4,24.49,0,0,0
29.38,0,15,1.4,4,29.72,0,0,0
391.99,7,7,1.1,4,55.55,0,0,1
20.95,7,0,2.3,5,19.49,0,1,1
90.33,5,12,0.1,5,54.69,0,1,0
146.95,1,17,0.9,1,65.69,0,0,0
229.99,0,13,2.6,1,87.99,0,1,0
102.17,11,14,3.0,3,109.89,0,1,0
37.72,6,10,2.4,2,35.39,0,0,0
14.00,0,13,1.5,5,50.02,0,0,0
13.00,3,20,2.5,2,20.13,0,1,0
7.00,7,14,3.4,1,53.30,0,0,0
136.95,9,23,0.9,4,70.67,0,0,0
133.95,2,6,2.5,1,153.88,0,0,0
10.00,8,19,0.3,4,55.52,0,1,0
98.99,10,21,3.8,2,53.59,0,0,0
8.68,3,8,1.7,1,30.60,0,1,0
146.75,7,9,1.0,2,85.50,0,0,0
60.55,8,8,0.7,5,51.48,0,1,0
54.63,10,0,1.5,5,35.07,0,0,0
29.00,2,12,3.8,6,,1,0,0
308.11,3,14,1.5,3,70.50,0,1,1
12.99,0,10,1.4,1,33.45,0,0,0
35.67,2,13,2.1,2,78.49,1,0,0
21.91,4,9,0.5,3,44.44,0,1,0
28.62,6,12,1.1,4,115.95,0,1,0
27.16,0,22,3.0,5,27.67,0,0,0
446.03,7,6,1.7,6,70.46,0,0,1
168.00,8,2,3.6,2,80.12,0,1,0
247.99,10,15,0.9,1,57.85,0,1,1
30.00,7,19,0.6,1,48.50,0,0,0
18.72,6,10,2.9,2,58.44,0,1,0
79.99,0,8,0.4,4,82.28,0,1,1
25.99,5,13,10.1,4,40.58,0,1,0
66.50,9,19,0.8,2,110.56,0,1,0
98.58,4,13,1.3,3,63.39,0,0,0
47.90,9,21,1.9,3,32.61,0,1,0
11.00,6,16,1.5,3,61.15,0,1,0
151.12,9,18,0.3,1,105.42,0,1,0
147.00,6,20,0.0,7,112.10,0,1,0
53.00,8,19,1.1,3,58.09,0,0,0
61.34,2,8,3.0,1,63.93,1,1,0
75.95,5,13,0.1,2,53.89,0,0,0
16.90,4,18,0.7,1,68.85,0,0,0
42.30,2,20,2.3,1,72.77,0,1,0
807.99,6,11,0.5,3,140.67,0,1,1
140.00,1,20,1.1,1,70.03,0,0,0
189.00,7,16,0.5,3,90.21,0,1,0
125.00,2,18,0.9,3,79.12,0,1,0
577.20,7,12,3.4,1,150.22,0,0,0
246.95,1,22,1.7,2,148.23,0,0,0
12.95,7,14,1.5,5,63.40,0,1,0
16.45,3,1,0.8,3,61.11,0,0,0
181.50,10,13,0.9,2,150.61,0,1,0
56.72,5,23,3.5,1,40.87,0,0,0
113.46,3,18,0.3,3,63.99,0,1,0
30.00,10,14,0.2,2,32.62,0,0,0
164.89,10,13,6.3,3,97.49,0,1,0
11.76,1,14,2.8,2,45.77,0,0,0
34.84,8,10,3.9,2,48.46,0,0,0
62.99,3,20,1.7,1,155.16,0,0,0
108.88,4,11,4.1,3,108.16,0,1,0
40.00,5,12,0.3,2,48.82,0,0,0
36.00,1,20,0.3,2,179.72,0,0,0
188.28,1,17,2.2,1,64.04,0,0,0
161.00,4,8,2.8,1,73.65,0,1,0
142.00,11,3,1.1,2,93.51,0,1,0
63.50,10,13,0.1,2,98.55,0,1,0
33.15,0,11,2.7,2,60.46,0,0,0
16.74,6,13,0.4,3,31.04,0,1,0
86.17,11,10,0.8,2,67.72,0,0,0
118.99,4,8,0.5,3,64.86,0,0,0
53.00,7,19,1.7,3,28.42,0,0,0
23.00,4,16,2.1,2,56.94,0,1,0
143.75,0,17,0.3,5,45.92,0,0,0
91.49,2,13,8.2,4,478.62,0,0,0
14.31,4,11,13.6,2,21.39,0,1,0
32.31,1,21,0.6,1,89.67,0,0,0
14.45,2,23,0.5,4,38.44,0,0,0
270.99,2,0,1.1,2,84.92,1,1,1
52.44,7,14,4.3,3,36.18,1,1,1
20.76,10,11,0.6,4,16.93,1,0,0
31.00,1,19,0.4,3,73.03,0,0,0
272.00,9,19,1.4,5,165.30,0,0,0
27.27,5,7,2.3,5,35.96,0,0,0
61.80,0,14,1.0,3,53.34,0,0,0
33.43,11,1,6.1,2,68.63,1,0,0
278.30,1,21,0.3,2,84.63,0,0,0
145.64,10,19,0.1,2,85.59,0,0,0
59.91,0,8,0.4,4,56.47,1,0,0
9.90,1,13,3.8,5,28.38,0,0,0
26.00,4,14,4.1,2,41.75,0,0,0
32.03,1,11,1.3,1,24.06,0,0,0
36.96,0,15,3.3,3,24.25,0,1,0
48.99,10,17,0.2,2,54.87,0,0,0
240.00,8,10,3.1,1,112.71,0,0,0
51.80,5,10,1.4,4,27.93,0,1,0
52.13,3,20,3.9,2,60.65,0,0,0
23.54,0,19,2.3,3,43.32,0,0,0
50.99,9,12,2.0,5,34.60,0,1,0
25.00,9,6,0.7,2,17.41,0,0,0
16.52,4,14,1.2,3,60.87,0,0,0
1082.12,3,11,0.8,4,166.14,0,0,1
17.14,8,15,0.3,5,56.10,0,0,0
15.50,9,18,2.9,2,38.70,0,0,0
154.24,0,20,2.2,3,74.34,0,0,0
37.12,2,12,2.4,2,19.27,0,1,0
130.22,3,13,1.9,3,81.87,0,0,0
71.94,1,14,0.2,3,48.70,1,1,1
145.52,7,18,0.5,1,33.51,0,0,0
74.25,6,6,8.3,1,58.20,0,0,0
41.99,6,11,1.5,2,36.56,0,0,0
103.36,9,8,0.6,1,77.45,0,0,0
74.19,0,0,1.8,1,164.95,0,0,0
76.99,1,10,5.4,2,100.63,0,0,0
108.00,10,5,1.2,1,125.14,0,0,0
77.71,3,6,5.0,2,70.49,0,0,0
16.52,1,10,0.8,1,16.80,0,0,1
50.36,11,9,1.3,1,39.80,0,1,0
77.99,0,15,2.0,3,70.26,0,1,0
37.00,4,11,1.2,3,35.27,0,0,0
32.00,8,16,0.3,3,96.30,0,0,0
7.51,1,9,1.5,2,30.03,0,0,0
292.65,7,12,1.7,1,170.68,0,0,0
78.99,4,2,0.5,6,46.31,0,0,0
91.76,5,11,2.4,5,31.87,0,0,0
102.80,6,11,7.6,2,40.07,0,0,0
17.04,2,18,0.1,3,39.65,0,0,0
126.99,9,18,7.4,3,144.39,0,0,0
70.99,9,11,0.8,1,49.89,0,0,0
7.00,7,14,3.7,4,31.70,0,1,0
56.87,9,12,0.0,2,59.47,0,1,0
61.06,1,17,2.6,1,54.73,1,0,0
6.01,1,17,0.5,5,36.28,0,1,0
24.23,10,19,0.5,2,34.09,0,1,0
37.95,11,9,0.2,1,44.93,0,0,0
145.00,0,10,3.4,3,34.16,0,1,0
113.99,2,17,3.3,4,91.19,0,0,0
37.05,3,18,0.6,2,33.05,0,0,0
12.90,8,21,1.6,4,9.38,0,1,0
219.68,5,13,4.8,5,117.72,0,0,0
20.26,3,11,5.1,2,59.31,0,1,0
81.54,3,21,0.4,1,55.78,0,0,0
46.46,5,14,0.4,4,66.43,0,1,0
29.00,1,22,2.6,4,65.96,0,1,0
43.96,7,21,1.5,1,31.49,1,1,1
40.23,7,19,6.0,2,57.39,0,1,1
36.77,7,11,0.3,1,32.00,0,1,0
25.15,8,18,0.2,1,94.27,0,0,1
151.76,9,15,2.4,3,76.88,0,0,0
6.84,7,12,1.1,3,27.46,0,1,0
322.80,3,0,1.2,2,49.17,0,0,1
11.23,8,7,0.1,2,28.04,0,1,0
31.19,0,10,7.9,2,62.66,0,0,0
102.04,6,18,2.7,2,158.63,0,1,0
72.99,8,14,5.8,4,17.94,0,0,0
99.00,7,14,0.8,3,23.69,0,0,1
84.59,7,16,1.2,2,76.31,0,0,0
61.95,0,15,0.2,2,29.65,0,1,0
32.00,6,14,0.6,1,49.27,0,1,0
31.47,2,21,0.3,3,21.51,0,1,0
290.95,1,20,0.8,5,88.80,0,0,0
105.99,4,8,6.4,2,109.76,0,1,0
30.64,7,22,1.0,2,17.21,0,0,0
67.99,1,11,2.3,5,56.65,0,0,0
185.07,8,16,1.7,4,197.45,0,1,0
47.00,3,10,9.6,1,75.48,0,0,0
49.99,0,1,0.7,2,32.50,0,0,0
293.04,7,20,0.4,2,54.88,0,0,0
203.00,2,13,5.5,5,70.19,0,0,0
530.50,9,19,0.1,1,110.22,1,0,1
10.00,4,15,5.1,4,23.75,0,0,0
256.33,0,18,1.0,3,102.51,0,1,0
57.99,6,15,0.5,4,63.35,0,1,0
140.25,7,21,1.5,5,,0,1,0
44.00,4,20,2.0,3,41.69,1,1,1
33.12,3,5,1.2,4,61.97,0,0,0
55.57,7,15,1.1,3,69.28,0,0,0
14.37,3,12,6.1,5,17.73,0,0,0
437.46,2,12,1.5,2,71.98,0,0,0
70.79,9,12,0.0,2,47.16,0,1,0
222.55,7,10,0.3,4,89.18,0,1,0
33.50,1,11,7.3,5,56.27,1,0,0
15.99,5,12,0.1,2,35.38,0,1,0
72.00,4,7,1.9,2,92.24,0,1,1
56.82,2,10,0.1,2,38.86,0,0,0
77.73,2,18,0.5,1,88.28,0,1,0
7.49,3,14,5.0,2,17.12,0,0,0
75.73,1,14,2.6,2,164.14,0,0,0
27.05,7,18,3.2,2,51.00,0,0,0
74.99,10,12,1.5,2,118.78,0,1,0
259.00,7,18,0.2,1,143.92,1,0,0
86.06,1,8,5.4,2,55.01,0,0,0
47.16,0,10,1.7,2,23.57,0,0,0
19.70,7,22,3.3,2,81.53,0,1,0
23.20,2,17,3.6,1,32.80,0,0,0
50.97,0,15,0.3,3,33.39,0,0,0
58.50,4,17,0.2,5,107.89,1,1,1
24.95,6,22,1.8,2,83.01,0,0,0
370.95,6,0,2.4,5,122.68,0,0,0
128.00,3,18,2.0,3,87.37,0,0,0
16.59,0,17,6.4,6,17.82,0,0,0
152.95,8,16,0.5,5,77.50,0,0,0
143.45,5,19,3.0,2,86.85,0,1,0
196.51,5,23,0.2,2,122.03,0,0,0
163.95,2,19,0.3,4,57.79,0,0,0
52.12,0,10,5.9,2,28.21,0,0,0
26.36,3,0,0.6,3,,0,0,0
941.00,3,20,3.0,1,254.85,0,0,0
40.80,6,15,0.8,4,48.90,0,0,0
57.04,1,19,9.3,3,49.33,0,1,0
22.99,4,14,1.5,1,22.93,0,1,0
5.86,9,6,0.8,3,41.43,0,1,0
18.80,4,14,0.9,1,49.81,0,0,0
31.99,0,17,0.8,5,116.73,0,0,0
16.00,0,23,0.4,4,68.63,0,0,0
110.00,1,17,2.8,3,126.28,0,0,0
33.50,8,10,1.2,3,94.46,0,1,0
360.45,10,19,1.6,1,111.06,0,0,0
15.50,6,12,2.3,1,67.01,0,1,0
5.39,4,17,0.7,5,19.45,0,0,0
263.30,3,13,1.5,3,71.25,0,0,0
51.05,5,14,0.3,3,43.59,0,0,0
185.97,1,12,2.1,2,278.84,0,0,0
7.00,4,13,2.1,3,40.11,0,0,0
34.65,8,11,1.1,4,17.53,0,0,0
170.51,5,18,3.9,2,133.77,0,0,0
45.27,2,11,0.5,5,38.12,0,1,0
96.00,4,15,3.1,1,47.31,0,0,0
54.78,6,8,0.6,4,100.32,0,0,0
215.17,0,11,4.5,3,53.15,0,0,0
26.15,0,14,0.0,2,46.78,0,0,0
10.92,7,13,2.4,3,17.66,0,0,0
131.00,8,15,5.1,4,128.32,0,0,0
244.91,7,13,1.1,2,76.00,0,0,0
11.77,1,18,2.6,5,30.01,0,0,0
44.50,2,15,2.1,1,65.26,0,0,0
30.36,3,12,0.9,4,81.86,0,0,0
19.31,0,10,0.7,2,108.30,1,0,0
46.46,5,16,0.1,1,145.54,0,1,0
42.99,3,8,3.6,2,21.86,0,0,0
94.44,7,16,2.6,4,40.27,0,0,0
49.47,8,18,1.6,5,20.71,0,0,0
11.42,8,16,0.1,3,28.56,1,0,0
10.70,11,22,3.3,6,39.84,0,0,0
199.96,0,18,1.4,4,152.41,0,0,0
28.00,5,13,3.8,3,42.55,0,0,0
49.95,5,20,1.3,4,40.50,0,0,0
58.99,3,16,4.2,4,73.22,0,0,0
49.00,0,20,2.9,2,183.63,0,0,0
1682.00,7,6,0.4,1,174.39,0,1,1
38.95,4,18,1.4,3,38.52,0,0,0
35.98,8,21,1.6,2,48.17,0,0,0
258.26,9,15,0.6,8,258.03,0,0,0
95.92,1,13,2.8,2,85.68,0,0,0
18.99,1,12,1.2,3,35.33,0,0,0
119.39,6,10,1.1,2,73.45,0,0,0
14.68,3,21,4.9,2,13.67,0,0,0
116.99,4,12,2.8,4,44.45,1,0,0
71.99,4,11,0.4,2,39.51,0,1,0
51.95,2,11,2.1,5,105.08,0,0,0
132.50,2,7,6.4,1,123.72,0,1,1
28.50,1,18,0.4,2,33.03,0,1,0
113.53,0,11,0.0,1,69.08,0,1,0
467.96,5,16,0.5,2,201.76,0,0,0
34.11,6,9,0.2,3,68.30,0,0,0
20.72,6,13,0.2,2,14.01,0,0,0
90.58,3,15,10.0,5,92.28,0,0,0
39.73,9,8,0.3,1,27.80,0,0,1
33.64,5,14,0.2,2,120.79,0,0,0
27.78,4,9,0.3,4,35.01,0,0,0
22.35,4,11,0.7,2,16.89,0,0,0
111.99,5,18,2.7,1,86.79,0,0,0
19.35,7,17,0.1,3,72.49,0,0,0
22.99,0,14,5.4,1,28.30,1,0,0
82.99,1,17,0.2,2,44.66,0,0,0
28.28,2,9,1.7,1,33.91,0,0,0
92.67,0,19,0.1,6,120.73,0,0,0
59.00,3,20,4.4,1,50.15,0,0,0
116.97,4,13,6.1,1,86.76,0,0,0
326.17,2,20,1.8,4,114.48,0,1,0
24.61,10,13,0.4,1,42.98,0,1,0
12.15,6,12,0.1,1,61.21,0,0,0
65.14,11,9,1.9,3,70.58,0,0,0
96.00,0,12,5.0,5,38.93,0,0,0
11.83,2,13,1.2,1,19.96,0,1,0
68.70,5,1,0.7,3,148.63,0,0,0
4.10,5,7,5.6,1,17.92,0,0,0
93.99,5,12,2.9,1,60.45,0,0,0
23.50,2,22,1.4,3,77.42,0,0,0
15.07,2,0,1.2,3,42.29,0,0,0
64.15,5,18,0.1,2,36.59,0,0,0
15.41,2,15,2.2,4,57.19,0,1,0
90.71,8,7,2.6,2,38.41,0,0,0
23.54,2,18,1.2,4,93.21,0,0,0
16.49,8,15,4.2,3,54.17,0,0,0
3.90,8,3,4.8,5,22.61,0,1,0
52.95,9,16,3.5,1,92.86,0,1,0
88.44,3,17,0.0,4,92.67,0,0,0
44.36,5,14,2.5,6,27.12,0,0,0
230.99,2,22,10.2,2,67.39,0,1,0
4.38,11,0,0.5,5,8.63,0,0,0
151.50,3,22,2.4,4,64.74,0,1,0
12.99,7,22,1.8,2,28.25,0,0,0
26.39,1,17,3.0,1,24.78,0,0,0
77.95,10,16,1.4,1,120.50,0,0,0
114.11,7,18,5.4,3,73.71,0,0,0
46.95,3,19,3.4,1,33.45,0,1,0
41.00,8,19,0.2,2,62.13,0,1,0
154.69,5,13,0.6,4,55.69,0,0,0
31.50,0,12,4.9,1,101.73,0,0,0
11.78,3,16,2.7,1,48.91,0,0,0
58.18,2,21,2.1,4,73.44,0,0,0
9.06,6,23,1.3,3,77.52,0,1,0
34.50,1,9,0.3,5,57.23,0,0,0
151.27,9,20,0.1,1,94.67,0,0,0
187.00,8,9,1.5,2,,0,1,0
41.17,8,13,5.3,4,50.67,0,1,0
210.31,0,9,0.4,5,147.07,1,0,0
143.99,3,14,2.7,5,98.83,0,0,0
9.99,4,15,2.7,1,18.67,0,1,0
12.99,0,16,4.3,1,31.47,0,1,0
61.00,2,12,2.3,3,40.73,0,0,0
89.98,6,4,2.5,2,22.54,0,0,1
44.10,1,7,1.7,3,71.44,0,0,0
47.63,0,22,3.8,2,81.67,0,1,0
204.00,4,17,0.8,4,61.68,0,0,0
31.99,1,3,1.9,1,63.33,0,1,0
26.83,0,18,1.2,3,40.80,0,1,0
28.50,11,15,0.0,2,141.98,0,0,0
75.95,0,10,0.1,3,30.93,0,1,0
106.58,5,11,0.1,3,136.54,0,1,0
100.50,0,9,0.6,1,98.76,0,0,0
6.95,7,11,2.2,2,60.60,0,0,0
56.75,7,10,3.2,2,61.11,0,0,0
25.91,2,23,3.4,3,33.35,0,0,0
344.32,7,10,0.3,1,262.03,0,1,0
91.42,0,19,1.1,3,30.55,0,1,0
82.50,2,18,0.5,3,52.18,0,0,0
34.00,8,16,2.4,3,21.43,0,1,0
20.00,8,0,1.2,3,15.47,1,1,1
8.48,7,11,10.1,2,22.94,0,0,0
15.99,4,0,4.2,2,21.60,0,0,0
154.59,5,20,5.5,3,81.59,1,1,1
22.74,2,13,2.2,4,29.70,1,0,0
291.99,8,0,1.6,5,129.79,0,1,0
17.95,5,0,3.0,4,25.94,0,1,0
54.50,3,18,2.4,1,37.92,0,0,0
55.04,5,8,0.7,3,34.02,0,1,0
495.59,7,7,0.1,5,133.41,0,0,1
64.95,2,19,4.2,4,55.05,0,0,0
130.00,9,7,3.9,1,51.37,0,1,1
222.95,6,18,0.1,4,273.87,0,0,0
20.06,7,18,1.0,2,67.48,0,1,0
112.99,10,21,6.3,3,54.27,0,1,0
48.62,3,20,2.9,3,78.07,0,0,0
83.45,9,17,0.9,1,48.27,0,0,0
15.19,11,19,1.7,1,57.99,0,0,0
56.62,1,13,3.3,6,61.79,0,0,0
147.62,2,13,2.2,2,65.20,0,0,0
51.99,2,5,4.5,1,120.48,0,1,0
19.00,11,18,0.1,3,26.31,1,1,1
45.69,9,22,0.6,4,52.98,0,0,0
195.00,2,8,0.1,2,51.58,0,0,0
10.99,6,19,6.9,2,32.63,0,0,0
26.00,1,14,0.3,1,30.89,0,1,0
201.00,7,16,1.5,2,61.80,0,0,0
105.50,9,14,0.6,2,167.01,0,1,1
38.00,11,4,1.7,1,67.30,0,0,0
52.15,6,21,0.7,2,130.09,0,0,1
40.95,1,19,4.6,4,40.39,0,0,0
15.99,2,14,0.8,2,15.47,0,0,0
57.17,1,18,0.4,3,35.08,0,0,0
125.09,10,15,0.0,2,78.30,1,1,1
105.74,5,12,0.1,4,53.82,0,0,0
174.90,2,7,2.0,2,41.09,0,1,0
18.99,10,19,3.6,3,31.05,0,1,0
117.15,7,20,2.8,3,47.38,0,0,0
30.50,0,9,0.8,1,58.56,0,0,0
8.00,0,12,1.4,3,28.16,0,0,0
163.13,9,11,4.3,1,61.68,0,0,0
196.09,2,20,0.1,5,77.38,0,1,1
198.34,1,18,1.3,3,56.80,0,0,0
596.99,5,11,2.2,6,123.83,0,0,0
48.22,10,11,2.7,3,90.04,0,0,0
57.00,4,20,0.1,3,86.36,0,1,0
7.47,3,3,0.4,1,28.74,0,0,0
134.22,0,8,0.0,3,74.94,0,0,1
69.88,0,13,6.6,1,56.12,0,1,0
102.12,8,9,1.1,1,129.97,0,1,0
32.79,5,19,0.8,2,44.04,0,0,0
29.31,1,19,7.6,2,27.50,0,1,0
13.09,5,10,1.7,2,16.75,1,1,1
23.21,11,6,1.9,4,34.48,0,1,0
27.99,0,22,0.2,4,83.42,0,0,0
43.82,6,17,3.8,4,45.66,0,0,0
5.99,0,13,0.6,3,30.95,0,0,0
301.15,3,10,0.2,1,161.66,0,0,0
12.24,0,21,6.9,1,21.67,0,1,0
243.85,2,17,2.1,3,140.13,0,1,0
11.99,4,11,0.1,4,14.08,0,0,1
56.99,6,12,5.0,3,50.10,0,0,0
140.99,2,20,1.8,7,34.11,0,0,0
10.00,0,17,0.1,5,18.57,0,0,0
33.99,5,20,2.4,3,71.34,0,0,0
11.99,1,9,0.7,4,60.30,0,0,0
27.38,6,9,10.7,3,41.47,0,0,0
202.80,0,11,2.5,4,144.58,0,0,0
20.42,10,9,2.4,2,20.38,0,1,0
102.99,2,20,2.9,3,62.03,0,0,0
103.12,4,22,7.6,4,130.15,0,0,0
127.49,3,7,0.8,5,48.01,0,1,0
55.66,7,18,0.7,2,,0,0,0
18.00,6,7,0.4,5,96.79,0,1,0
21.99,0,11,0.4,3,75.42,0,0,0
13.99,10,17,1.9,4,26.37,0,0,0
112.73,2,19,3.1,3,73.25,0,0,0
22.81,11,20,2.8,1,29.82,0,1,0
38.99,1,16,2.1,3,69.08,0,0,0
27.00,8,11,2.8,2,79.10,0,1,0
348.50,1,21,0.1,3,98.50,0,0,0
2.43,8,17,0.0,3,25.12,0,0,0
128.99,2,16,5.8,3,218.24,0,0,0
156.00,0,19,2.3,2,69.36,0,1,0
72.10,9,12,3.4,3,141.33,0,0,0
86.07,3,12,0.1,1,63.63,0,1,0
29.68,5,22,1.7,2,32.34,0,0,0
365.61,8,12,3.1,3,39.33,0,0,0
57.57,0,8,2.8,3,74.95,0,1,0
311.99,7,12,0.7,2,,0,0,0
100.72,0,13,3.5,2,60.73,0,0,0
55.54,3,12,1.2,1,93.25,0,0,0
88.89,1,20,0.3,1,48.25,0,0,0
42.98,3,18,4.6,2,30.19,0,0,0
11.99,1,14,2.2,3,15.27,0,1,0
7.00,8,7,9.9,3,33.53,0,0,0
26.15,3,11,2.3,6,51.60,1,0,0
26.34,1,0,1.7,3,59.22,0,1,0
21.06,11,23,3.5,4,90.56,0,1,0
201.98,0,12,2.8,1,87.88,0,0,0
32.82,6,10,2.9,2,33.13,0,0,0
20.99,0,11,11.2,3,30.44,0,0,0
91.98,1,11,1.8,3,61.49,0,0,1
166.82,4,9,1.8,1,146.47,0,0,0
26.63,9,6,5.8,2,69.17,0,1,0
26.99,0,9,0.5,2,111.07,0,0,1
17.73,3,0,3.0,1,35.27,0,1,0
9.99,3,9,6.0,1,24.39,1,0,0
35.00,4,17,2.2,5,106.76,0,1,0
138.05,6,6,2.3,2,110.93,0,1,0
39.97,6,16,3.9,3,59.88,0,0,0
128.99,4,11,2.1,3,149.20,1,1,1
79.51,0,11,4.6,2,56.74,0,0,0
47.99,7,11,2.6,1,54.22,0,0,0
2.31,6,16,0.2,2,15.42,0,1,0
8.37,8,19,4.1,1,18.40,0,1,0
408.63,7,20,1.8,1,456.52,0,0,0
8.18,5,12,1.1,2,40.05,0,1,0
21.38,1,13,9.1,4,110.01,1,0,0
57.62,7,6,0.3,3,60.39,0,0,0
